,x_yng,x_old
609,"[-62.2273     -62.82014607 -64.5344402  -67.18441203 -70.48289599
 -74.07245017 -77.56409066 -80.57944404 -82.79175    -83.96127084
 -83.96127084 -82.79175    -80.57944404 -77.56409066 -74.07245017
 -70.48289599 -67.18441203 -64.5344402  -62.82014607 -62.2273    ]","[-104.5834     -103.10288322  -98.82176985  -92.20398495  -83.96666819
  -75.00246067  -66.28277337  -58.7525197   -53.22771949  -50.30707057
  -50.30707057  -53.22771949  -58.7525197   -66.28277337  -75.00246067
  -83.96666819  -92.20398495  -98.82176985 -103.10288322 -104.5834    ]"
610,"[-73.1828     -72.12575399 -69.06916328 -64.34425692 -58.46305182
 -52.06286781 -45.83726413 -40.46088155 -36.51633454 -34.43107597
 -34.43107597 -36.51633454 -40.46088155 -45.83726413 -52.06286781
 -58.46305182 -64.34425692 -69.06916328 -72.12575399 -73.1828    ]","[-10.4949     -12.00902093 -16.38730521 -23.15529781 -31.57958171
 -40.74725504 -49.66485813 -57.36603033 -63.01623014 -66.00317072
 -66.00317072 -63.01623014 -57.36603033 -49.66485813 -40.74725504
 -31.57958171 -23.15529781 -16.38730521 -12.00902093 -10.4949    ]"
611,"[-69.8324     -70.09292696 -70.84627569 -72.01080917 -73.46033213
 -75.03776627 -76.57217211 -77.89727298 -78.86947364 -79.38342106
 -79.38342106 -78.86947364 -77.89727298 -76.57217211 -75.03776627
 -73.46033213 -72.01080917 -70.84627569 -70.09292696 -69.8324    ]","[-118.4328     -118.37953293 -118.22550403 -117.98740473 -117.69103678
 -117.36851625 -117.05479323 -116.78386449 -116.58508936 -116.4800082
 -116.4800082  -116.58508936 -116.78386449 -117.05479323 -117.36851625
 -117.69103678 -117.98740473 -118.22550403 -118.37953293 -118.4328    ]"
612,"[-104.0605     -103.80513666 -103.06671922 -101.92526667 -100.5044731
  -98.95830354  -97.45430946  -96.15547195  -95.20254021  -94.69877918
  -94.69877918  -95.20254021  -96.15547195  -97.45430946  -98.95830354
 -100.5044731  -101.92526667 -103.06671922 -103.80513666 -104.0605    ]","[-102.6797     -102.93738236 -103.68250557 -104.83432395 -106.26802012
 -107.82823085 -109.3458831  -110.6565157  -111.61810127 -112.12643709
 -112.12643709 -111.61810127 -110.6565157  -109.3458831  -107.82823085
 -106.26802012 -104.83432395 -103.68250557 -102.93738236 -102.6797    ]"
613,"[-99.0683     -98.25935684 -95.92018889 -92.30428131 -87.80347377
 -82.90549863 -78.14112748 -74.02665386 -71.00794484 -69.41212438
 -69.41212438 -71.00794484 -74.02665386 -78.14112748 -82.90549863
 -87.80347377 -92.30428131 -95.92018889 -98.25935684 -99.0683    ]","[-34.704      -33.83177679 -31.30962609 -27.41086206 -22.55797627
 -17.27685421 -12.13978739  -7.70345672  -4.44860745  -2.72795301
  -2.72795301  -4.44860745  -7.70345672 -12.13978739 -17.27685421
 -22.55797627 -27.41086206 -31.30962609 -33.83177679 -34.704     ]"
614,"[-113.5047     -112.96597167 -111.40816626 -109.00009615 -106.0027131
 -102.74083008  -99.56792273  -96.82782479  -94.81746839  -93.75470683
  -93.75470683  -94.81746839  -96.82782479  -99.56792273 -102.74083008
 -106.0027131  -109.00009615 -111.40816626 -112.96597167 -113.5047    ]","[-34.8706     -36.07659983 -39.56391054 -44.9546279  -51.66458403
 -58.96665107 -66.06953676 -72.20353322 -76.70392675 -79.08302989
 -79.08302989 -76.70392675 -72.20353322 -66.06953676 -58.96665107
 -51.66458403 -44.9546279  -39.56391054 -36.07659983 -34.8706    ]"
615,"[-28.5929     -30.30658144 -35.2619218  -42.92193304 -52.45653411
 -62.83250302 -72.92544255 -81.64162609 -88.03651991 -91.41713803
 -91.41713803 -88.03651991 -81.64162609 -72.92544255 -62.83250302
 -52.45653411 -42.92193304 -35.2619218  -30.30658144 -28.5929    ]","[ -98.2848      -98.66521715  -99.76524448 -101.46567698 -103.58224639
 -105.88558958 -108.12610358 -110.06099391 -111.48058521 -112.23104271
 -112.23104271 -111.48058521 -110.06099391 -108.12610358 -105.88558958
 -103.58224639 -101.46567698  -99.76524448  -98.66521715  -98.2848    ]"
616,"[-113.6199     -112.41196584 -108.91906177 -103.51969815  -96.7989798
  -89.48520085  -82.37092271  -76.22708783  -71.71947603  -69.33655701
  -69.33655701  -71.71947603  -76.22708783  -82.37092271  -89.48520085
  -96.7989798  -103.51969815 -108.91906177 -112.41196584 -113.6199    ]","[ -99.7804      -99.86013535 -100.09070083 -100.44711109 -100.89074356
 -101.37352376 -101.84313499 -102.24868756 -102.54623357 -102.70352929
 -102.70352929 -102.54623357 -102.24868756 -101.84313499 -101.37352376
 -100.89074356 -100.44711109 -100.09070083  -99.86013535  -99.7804    ]"
617,"[-118.6943     -118.50726112 -117.96641304 -117.13036504 -116.0897159
 -114.9572361  -113.85564739 -112.90432401 -112.20635661 -111.83738078
 -111.83738078 -112.20635661 -112.90432401 -113.85564739 -114.9572361
 -116.0897159  -117.13036504 -117.96641304 -118.50726112 -118.6943    ]","[-37.696      -36.67870788 -33.73707089 -29.18986106 -23.52983912
 -17.37035627 -11.37888806  -6.20470304  -2.40850443  -0.40166926
  -0.40166926  -2.40850443  -6.20470304 -11.37888806 -17.37035627
 -23.52983912 -29.18986106 -33.73707089 -36.67870788 -37.696     ]"
618,"[-117.802      -117.45888226 -116.46671119 -114.93300391 -113.0239614
 -110.94645804 -108.92562355 -107.18044672 -105.90004452 -105.22316841
 -105.22316841 -105.90004452 -107.18044672 -108.92562355 -110.94645804
 -113.0239614  -114.93300391 -116.46671119 -117.45888226 -117.802     ]","[-72.071      -72.24824264 -72.76076357 -73.55302319 -74.53916787
 -75.61233355 -76.65622607 -77.55772348 -78.21913453 -78.5687851
 -78.5687851  -78.21913453 -77.55772348 -76.65622607 -75.61233355
 -74.53916787 -73.55302319 -72.76076357 -72.24824264 -72.071     ]"
619,"[-108.3858     -108.31174842 -108.09761833 -107.76661405 -107.35460502
 -106.90623881 -106.47010286 -106.09345928 -105.81712322 -105.67104001
 -105.67104001 -105.81712322 -106.09345928 -106.47010286 -106.90623881
 -107.35460502 -107.76661405 -108.09761833 -108.31174842 -108.3858    ]","[ -7.3984      -8.13776708 -10.27574644 -13.58065482 -17.69435414
 -22.17106123 -26.52565543 -30.28624887 -33.04532291 -34.50388907
 -34.50388907 -33.04532291 -30.28624887 -26.52565543 -22.17106123
 -17.69435414 -13.58065482 -10.27574644  -8.13776708  -7.3984    ]"
620,"[ -71.6021      -72.45475239  -74.92031146  -78.73159561  -83.47559308
  -88.63821813  -93.66002022  -97.99680918 -101.17862663 -102.86067329
 -102.86067329 -101.17862663  -97.99680918  -93.66002022  -88.63821813
  -83.47559308  -78.73159561  -74.92031146  -72.45475239  -71.6021    ]","[-106.9248     -104.07202359  -95.82283696  -83.07116747  -67.19885638
  -49.92591488  -33.1241342   -18.61424797   -7.96862753   -2.34089101
   -2.34089101   -7.96862753  -18.61424797  -33.1241342   -49.92591488
  -67.19885638  -83.07116747  -95.82283696 -104.07202359 -106.9248    ]"
621,"[ -98.7104      -99.03466214  -99.97230971 -101.42173405 -103.22586755
 -105.18920435 -107.09898644 -108.74825929 -109.95829861 -110.59797786
 -110.59797786 -109.95829861 -108.74825929 -107.09898644 -105.18920435
 -103.22586755 -101.42173405  -99.97230971  -99.03466214  -98.7104    ]","[-58.5002     -57.77995401 -55.69726588 -52.47782717 -48.47051403
 -44.10958102 -39.86760289 -36.2042638  -33.51654337 -32.09569783
 -32.09569783 -33.51654337 -36.2042638  -39.86760289 -44.10958102
 -48.47051403 -52.47782717 -55.69726588 -57.77995401 -58.5002    ]"
622,"[-19.915      -21.25250681 -25.12008761 -31.09863002 -38.5402662
 -46.6385794  -54.51599173 -61.31886332 -66.3099975  -68.94852741
 -68.94852741 -66.3099975  -61.31886332 -54.51599173 -46.6385794
 -38.5402662  -31.09863002 -25.12008761 -21.25250681 -19.915     ]","[-81.8442     -81.38530455 -80.05834663 -78.00712273 -75.45391478
 -72.67540249 -69.97268077 -67.63863146 -65.92618501 -65.02091158
 -65.02091158 -65.92618501 -67.63863146 -69.97268077 -72.67540249
 -75.45391478 -78.00712273 -80.05834663 -81.38530455 -81.8442    ]"
623,"[-104.8907     -103.34390687  -98.87114652  -91.95711193  -83.35104604
  -73.98554962  -64.87551953  -57.00816888  -51.23604719  -48.18465342
  -48.18465342  -51.23604719  -57.00816888  -64.87551953  -73.98554962
  -83.35104604  -91.95711193  -98.87114652 -103.34390687 -104.8907    ]","[-116.2907     -116.2732369  -116.22273999 -116.14468139 -116.04751997
 -115.94178468 -115.83893356 -115.75011215 -115.68494561 -115.65049575
 -115.65049575 -115.68494561 -115.75011215 -115.83893356 -115.94178468
 -116.04751997 -116.14468139 -116.22273999 -116.2732369  -116.2907    ]"
624,"[-22.1145     -22.99746765 -25.55068734 -29.49747812 -34.41014395
 -39.75632127 -44.95666881 -49.44764822 -52.7425922  -54.48444244
 -54.48444244 -52.7425922  -49.44764822 -44.95666881 -39.75632127
 -34.41014395 -29.49747812 -25.55068734 -22.99746765 -22.1145    ]","[-100.4649     -100.66978668 -101.26224408 -102.17807023 -103.31802118
 -104.55856554 -105.76527108 -106.80737253 -107.57194204 -107.97612663
 -107.97612663 -107.57194204 -106.80737253 -105.76527108 -104.55856554
 -103.31802118 -102.17807023 -101.26224408 -100.66978668 -100.4649    ]"
625,"[-12.3684     -12.27477219 -12.0040348  -11.58552642 -11.06459892
 -10.49770289  -9.94627031  -9.47005744  -9.12066936  -8.93596767
  -8.93596767  -9.12066936  -9.47005744  -9.94627031 -10.49770289
 -11.06459892 -11.58552642 -12.0040348  -12.27477219 -12.3684    ]","[-10.6788     -10.57864317 -10.28902623  -9.84133367  -9.28407992
  -8.67765208  -8.08776601  -7.57834501  -7.20459277  -7.00701113
  -7.00701113  -7.20459277  -7.57834501  -8.08776601  -8.67765208
  -9.28407992  -9.84133367 -10.28902623 -10.57864317 -10.6788    ]"
626,"[-117.9805     -117.41919372 -115.79610111 -113.28710944 -110.1641069
 -106.76551927 -103.45963625 -100.60470156  -98.51009167  -97.40279008
  -97.40279008  -98.51009167 -100.60470156 -103.45963625 -106.76551927
 -110.1641069  -113.28710944 -115.79610111 -117.41919372 -117.9805    ]","[-22.1512     -22.1109097  -21.99440488 -21.81431065 -21.59014301
 -21.346194   -21.10889928 -20.90397342 -20.75362332 -20.67414173
 -20.67414173 -20.75362332 -20.90397342 -21.10889928 -21.346194
 -21.59014301 -21.81431065 -21.99440488 -22.1109097  -22.1512    ]"
627,"[ -96.3214      -96.94271369  -98.73932578 -101.51654547 -104.97341792
 -108.73533735 -112.39464143 -115.55478778 -117.87332551 -119.09900507
 -119.09900507 -117.87332551 -115.55478778 -112.39464143 -108.73533735
 -104.97341792 -101.51654547  -98.73932578  -96.94271369  -96.3214    ]","[ -30.07        -32.04794701  -37.76744679  -46.60870279  -57.61362774
  -69.58966726  -81.23903165  -91.2993315   -98.68037724 -102.58231802
 -102.58231802  -98.68037724  -91.2993315   -81.23903165  -69.58966726
  -57.61362774  -46.60870279  -37.76744679  -32.04794701  -30.07      ]"
628,"[ -76.6129      -77.65240164  -80.65826041  -85.30474489  -91.08833638
  -97.382293   -103.50456689 -108.79171468 -112.67079186 -114.72144024
 -114.72144024 -112.67079186 -108.79171468 -103.50456689  -97.382293
  -91.08833638  -85.30474489  -80.65826041  -77.65240164  -76.6129    ]","[-24.9729     -25.75931397 -28.03333573 -31.54853974 -35.92399909
 -40.68556488 -45.31724756 -49.31713246 -52.25176997 -53.80314659
 -53.80314659 -52.25176997 -49.31713246 -45.31724756 -40.68556488
 -35.92399909 -31.54853974 -28.03333573 -25.75931397 -24.9729    ]"
629,"[-96.4398     -96.35784316 -96.12085393 -95.75451378 -95.29852135
 -94.80229048 -94.3195955  -93.90274389 -93.596908   -93.43522989
 -93.43522989 -93.596908   -93.90274389 -94.3195955  -94.80229048
 -95.29852135 -95.75451378 -96.12085393 -96.35784316 -96.4398    ]","[-1.7208     -1.73843649 -1.78943476 -1.86826837 -1.96639447 -2.07317958
 -2.17705186 -2.26675515 -2.33256871 -2.3673606  -2.3673606  -2.33256871
 -2.26675515 -2.17705186 -2.07317958 -1.96639447 -1.86826837 -1.78943476
 -1.73843649 -1.7208    ]"
630,"[-111.3552     -110.11173821 -106.51610121 -100.95793206  -94.03954464
  -86.51065357  -79.18713102  -72.8625943   -68.22240509  -65.7693999
  -65.7693999   -68.22240509  -72.8625943   -79.18713102  -86.51065357
  -94.03954464 -100.95793206 -106.51610121 -110.11173821 -111.3552    ]","[-95.9786     -94.52765075 -90.33203587 -83.84641534 -75.77360676
 -66.98842422 -58.44287856 -51.06301225 -45.64854831 -42.78622793
 -42.78622793 -45.64854831 -51.06301225 -58.44287856 -66.98842422
 -75.77360676 -83.84641534 -90.33203587 -94.52765075 -95.9786    ]"
631,"[-53.1897     -52.46736798 -50.37864779 -47.14988468 -43.13096522
 -38.75740171 -34.50313762 -30.82918846 -28.13368363 -26.70872292
 -26.70872292 -28.13368363 -30.82918846 -34.50313762 -38.75740171
 -43.13096522 -47.14988468 -50.37864779 -52.46736798 -53.1897    ]","[-16.5984     -16.29088576 -15.40166696 -14.02710427 -12.31615288
 -10.45422092  -8.64307762  -7.07898844  -5.93144673  -5.32480642
  -5.32480642  -5.93144673  -7.07898844  -8.64307762 -10.45422092
 -12.31615288 -14.02710427 -15.40166696 -16.29088576 -16.5984    ]"
632,"[ -49.8256      -51.5355916   -56.48026227  -64.12378021  -73.63785167
  -83.99147937  -94.06268709 -102.76010322 -109.14122775 -112.51456683
 -112.51456683 -109.14122775 -102.76010322  -94.06268709  -83.99147937
  -73.63785167  -64.12378021  -56.48026227  -51.5355916   -49.8256    ]","[-1.6352     -1.65977188 -1.73082478 -1.84065901 -1.97737233 -2.12614973
 -2.27086888 -2.39584719 -2.48754135 -2.53601485 -2.53601485 -2.48754135
 -2.39584719 -2.27086888 -2.12614973 -1.97737233 -1.84065901 -1.73082478
 -1.65977188 -1.6352    ]"
633,"[-68.9775     -69.74761038 -71.97448811 -75.41681644 -79.70156567
 -84.36441675 -88.90007741 -92.81703843 -95.69083632 -97.21005048
 -97.21005048 -95.69083632 -92.81703843 -88.90007741 -84.36441675
 -79.70156567 -75.41681644 -71.97448811 -69.74761038 -68.9775    ]","[-103.7985     -103.07871998 -100.99737927  -97.78002342  -93.77530286
  -89.4171912   -85.17795747  -81.51698842  -78.83100685  -77.41108054
  -77.41108054  -78.83100685  -81.51698842  -85.17795747  -89.4171912
  -93.77530286  -97.78002342 -100.99737927 -103.07871998 -103.7985    ]"
634,"[-108.4514     -106.36409593 -100.3283755   -90.99830267  -79.38493562
  -66.74676284  -54.45332648  -43.8368111   -36.04768089  -31.93000896
  -31.93000896  -36.04768089  -43.8368111   -54.45332648  -66.74676284
  -79.38493562  -90.99830267 -100.3283755  -106.36409593 -108.4514    ]","[-118.1619     -117.83193784 -116.87780787 -115.40290489 -113.56705752
 -111.5692083  -109.6258552  -107.94759069 -106.71628075 -106.06535693
 -106.06535693 -106.71628075 -107.94759069 -109.6258552  -111.5692083
 -113.56705752 -115.40290489 -116.87780787 -117.83193784 -118.1619    ]"
635,"[-62.8541     -61.15882444 -56.25670717 -48.67896867 -39.24677447
 -28.98224918 -18.99771338 -10.37514646  -4.04893732  -0.7046289
  -0.7046289   -4.04893732 -10.37514646 -18.99771338 -28.98224918
 -39.24677447 -48.67896867 -56.25670717 -61.15882444 -62.8541    ]","[ -43.8112      -45.51372521  -50.43680583  -58.04694967  -67.51947957
  -77.82789994  -87.85513346  -96.51457382 -102.86783626 -106.22644624
 -106.22644624 -102.86783626  -96.51457382  -87.85513346  -77.82789994
  -67.51947957  -58.04694967  -50.43680583  -45.51372521  -43.8112    ]"
636,"[-114.7346     -114.18905006 -112.61151905 -110.17295692 -107.13761972
 -103.83443334 -100.62134928  -97.84655504  -95.81074264  -94.73452394
  -94.73452394  -95.81074264  -97.84655504 -100.62134928 -103.83443334
 -107.13761972 -110.17295692 -112.61151905 -114.18905006 -114.7346    ]","[-29.3953     -30.97981517 -35.56165386 -42.64430276 -51.46024696
 -61.05414212 -70.38634083 -78.44555455 -84.35844243 -87.48425132
 -87.48425132 -84.35844243 -78.44555455 -70.38634083 -61.05414212
 -51.46024696 -42.64430276 -35.56165386 -30.97981517 -29.3953    ]"
637,"[ -5.1789      -5.48230719  -6.35964989  -7.7158544   -9.40395492
 -11.24101956 -13.02797387 -14.57117362 -15.70338916 -16.30192739
 -16.30192739 -15.70338916 -14.57117362 -13.02797387 -11.24101956
  -9.40395492  -7.7158544   -6.35964989  -5.48230719  -5.1789    ]","[-16.6376     -16.73426204 -17.01377333 -17.44584449 -17.98365389
 -18.56892155 -19.13822464 -19.62987032 -19.99058117 -20.18126857
 -20.18126857 -19.99058117 -19.62987032 -19.13822464 -18.56892155
 -17.98365389 -17.44584449 -17.01377333 -16.73426204 -16.6376    ]"
638,"[-23.8869     -24.66489939 -26.91458925 -30.39218079 -34.72082299
 -39.43144031 -44.01356426 -47.97065063 -50.8738877  -52.40866468
 -52.40866468 -50.8738877  -47.97065063 -44.01356426 -39.43144031
 -34.72082299 -30.39218079 -26.91458925 -24.66489939 -23.8869    ]","[-19.5793     -20.38806978 -22.72673636 -26.34186893 -30.84171178
 -35.73863712 -40.5019871  -44.61557884 -47.63364084 -49.22911927
 -49.22911927 -47.63364084 -44.61557884 -40.5019871  -35.73863712
 -30.84171178 -26.34186893 -22.72673636 -20.38806978 -19.5793    ]"
639,"[ -32.7322      -35.09197291  -41.91557362  -52.46355912  -65.59289152
  -79.88080391  -93.7789793  -105.78133474 -114.58722876 -119.24240612
 -119.24240612 -114.58722876 -105.78133474  -93.7789793   -79.88080391
  -65.59289152  -52.46355912  -41.91557362  -35.09197291  -32.7322    ]","[-0.9542     -1.06512294 -1.38587155 -1.88168773 -2.49884211 -3.17045644
 -3.82375087 -4.38793083 -4.80185866 -5.02067886 -5.02067886 -4.80185866
 -4.38793083 -3.82375087 -3.17045644 -2.49884211 -1.88168773 -1.38587155
 -1.06512294 -0.9542    ]"
640,"[-93.3157     -90.96684492 -84.17481457 -73.67563082 -60.60704316
 -46.38523583 -32.55136232 -20.6045375  -11.8393852   -7.20574568
  -7.20574568 -11.8393852  -20.6045375  -32.55136232 -46.38523583
 -60.60704316 -73.67563082 -84.17481457 -90.96684492 -93.3157    ]","[-83.784      -83.10688891 -81.14893112 -78.12230174 -74.35498304
 -70.25522244 -66.26729262 -62.82334766 -60.29659243 -58.96084006
 -58.96084006 -60.29659243 -62.82334766 -66.26729262 -70.25522244
 -74.35498304 -78.12230174 -81.14893112 -83.10688891 -83.784     ]"
641,"[-119.3217     -118.18697758 -114.90577512 -109.8336618  -103.52027981
  -96.64978206  -89.96669357  -84.19523069  -79.96082097  -77.7223284
  -77.7223284   -79.96082097  -84.19523069  -89.96669357  -96.64978206
 -103.52027981 -109.8336618  -114.90577512 -118.18697758 -119.3217    ]","[-100.2752      -98.76749431  -94.40776056  -87.66844353  -79.27985281
  -70.15102236  -61.2712026   -53.6026598   -47.97639956  -45.00211446
  -45.00211446  -47.97639956  -53.6026598   -61.2712026   -70.15102236
  -79.27985281  -87.66844353  -94.40776056  -98.76749431 -100.2752    ]"
642,"[-114.1434     -112.3971493  -107.34763056  -99.54203749  -89.82622722
  -79.25305853  -68.96829833  -60.08645996  -53.57002842  -50.12516019
  -50.12516019  -53.57002842  -60.08645996  -68.96829833  -79.25305853
  -89.82622722  -99.54203749 -107.34763056 -112.3971493  -114.1434    ]","[-44.0108     -43.93660213 -43.72204901 -43.39039081 -42.97756783
 -42.52831584 -42.09131829 -41.71393062 -41.43704865 -41.29067683
 -41.29067683 -41.43704865 -41.71393062 -42.09131829 -42.52831584
 -42.97756783 -43.39039081 -43.72204901 -43.93660213 -44.0108    ]"
643,"[ -95.9278      -96.25370929  -97.19611984  -98.65290683 -100.46620479
 -102.43951476 -104.35899798 -106.01664865 -107.23283461 -107.87576324
 -107.87576324 -107.23283461 -106.01664865 -104.35899798 -102.43951476
 -100.46620479  -98.65290683  -97.19611984  -96.25370929  -95.9278    ]","[ -2.2503      -2.51707965  -3.28850887  -4.48099135  -5.96530311
  -7.58059592  -9.15182776 -10.50873127 -11.50426491 -12.03054715
 -12.03054715 -11.50426491 -10.50873127  -9.15182776  -7.58059592
  -5.96530311  -4.48099135  -3.28850887  -2.51707965  -2.2503    ]"
